,,JFM,FMA,MAM,AMJ,MJJ,JJA,JAS,ASO,SON,OND,NDJ,DJF
ECMWF-SEAS5.1,lead3,0.05049999999999932,0.09639999999999982,0.08650000000000002,-0.23510000000000053,0.012399999999999634,-0.02540000000000009,-0.04940000000000033,0.03459999999999985,0.00639999999999985,0.0015999999999997128,-0.008299999999999974,0.05649999999999966
ECMWF-SEAS5.1,lead2,0.01719999999999977,0.1752999999999999,-0.006800000000000139,-0.07520000000000038,-0.06740000000000013,-0.12350000000000017,-0.03200000000000003,-0.11750000000000016,0.0937,-0.0047000000000003705,0.1800999999999997,-0.026599999999999957
ECMWF-SEAS5.1,lead1,0.1287999999999997,-0.011600000000000277,0.033399999999999874,-0.08120000000000016,-0.10820000000000007,0.00639999999999985,-0.07790000000000008,-0.17210000000000014,0.012399999999999967,0.20289999999999986,0.16749999999999998,0.016599999999999726
Météo France-System 8,lead3,-0.056000000000000716,-0.06320000000000037,-0.14270000000000005,-0.02990000000000026,0.04149999999999998,-0.05930000000000013,-0.02210000000000001,0.01929999999999965,-0.00890000000000013,-0.04670000000000041,-0.07220000000000004,-0.03830000000000022
Météo France-System 8,lead2,-0.08390000000000031,-0.16700000000000004,0.1573,-0.019400000000000306,0.033399999999999985,0.03549999999999964,0.09159999999999979,-0.029000000000000137,0.05920000000000014,-0.0488000000000004,0.14409999999999978,-0.0038000000000002476
Météo France-System 8,lead1,-0.01910000000000056,0.05559999999999987,0.1275999999999997,0.016599999999999837,0.02199999999999991,-0.054200000000000026,-0.15980000000000016,-0.005899999999999794,0.03520000000000012,0.0489999999999996,0.016899999999999693,-0.010999999999999899
Met Office-GloSea6.2,lead3,-0.10275829081632715,-0.0597098214285714,0.09693877551020413,-0.022874149659863896,-0.10873724489795955,0.02303890306122436,-0.052056760204081565,-0.06305803571428581,0.060108418367346816,-0.007095025510204023,-0.08506058673469408,-0.08745216836734726
Met Office-GloSea6.2,lead2,-0.03603316326530637,0.01395089285714246,0.03873299319727852,-0.13073979591836715,-0.015943877551020114,0.03954081632653095,-0.04799107142857162,-0.10634566326530615,0.035235969387755084,-0.08577806122449005,-0.03077168367346972,0.050542091836734415
Met Office-GloSea6.2,lead1,-0.16350446428571486,-0.020184948979591777,0.0663265306122448,0.03523596938775464,0.012515943877550728,0.03882334183673486,-0.03722895408163285,-0.1333705357142856,0.0149075255102038,-0.08697385204081653,0.12611607142857129,0.045280612244897656
DWD-GCFS2.1,lead3,0.048749999999999405,-0.06104166666666688,0.01416666666666666,-0.0462499999999999,0.11395833333333316,-0.09916666666666663,-0.01729166666666715,0.07979166666666637,0.02499999999999991,-0.08520833333333355,0.03624999999999967,-0.12541666666666695
DWD-GCFS2.1,lead2,-0.003750000000000364,0.013333333333333308,0.1100000000000001,-0.030625000000000346,-0.10958333333333359,-0.06666666666666687,-0.039166666666666794,-0.06645833333333351,0.05562500000000026,0.021041666666666625,0.022916666666666696,0.010833333333332917
DWD-GCFS2.1,lead1,0.0749999999999994,0.09458333333333302,-0.04416666666666669,-0.11666666666666692,-0.003750000000000142,-0.07166666666666677,-0.06979166666666692,-0.008958333333333401,0.0008333333333333526,0.1091666666666663,0.057499999999999885,-0.06958333333333355
CMCC-SPSv3.5,lead3,-0.07085937500000017,-0.09804687500000031,0.056757812500000004,0.04152343749999987,0.050078125000000084,0.03753906250000005,0.03132812499999993,0.02816406250000003,0.05125000000000002,0.034726562499999836,0.03203125000000007,0.040820312499999734
CMCC-SPSv3.5,lead2,-0.23000000000000065,-0.0017187499999999911,0.11734375000000019,-0.04367187500000003,0.0077734375000001465,0.09226562500000024,0.01621093749999969,0.06718750000000018,0.03999999999999959,-0.04449218750000039,0.04468749999999988,-0.025742187500000124
CMCC-SPSv3.5,lead1,0.023593749999999414,0.0603906249999997,0.02312499999999995,0.0437499999999994,0.04281250000000003,0.07515625000000015,0.025937499999999947,-0.06874999999999987,0.02605468749999995,0.059804687499999565,0.0811328124999997,-0.04484375000000007
NCEP-CFSv2,lead3,-0.20865885416666763,-0.16471354166666674,0.01350911458333326,-0.006138392857143016,0.01529947916666674,0.006249999999999978,-0.06114477040816357,0.09570312500000011,-0.08854166666666674,0.025716145833333037,0.0022786458333330373,-0.0205078125
NCEP-CFSv2,lead2,-0.29459635416666696,-0.07877604166666696,0.04551977040816324,0.03352864583333304,-0.24874999999999958,-0.015943877551020336,-0.04915364583333348,0.03124999999999989,0.07877604166666652,0.01009114583333326,0.11263020833333304,-0.06542968750000022
NCEP-CFSv2,lead1,-0.11816406250000044,0.08163265306122436,0.06445312499999989,-0.0359375000000004,0.07995854591836726,0.08105468750000011,-0.006184895833333481,-0.060546875,0.03580729166666674,0.04752604166666674,0.18880208333333326,-0.11360677083333348
JMA-CPS3,lead3,0.019374999999999698,0.06437499999999996,-0.13250000000000006,-0.11562499999999987,-0.21687500000000015,-0.03499999999999992,-0.012500000000000178,0.004375000000000018,0.06062500000000015,0.021250000000000102,0.1449999999999999,-0.023750000000000382
JMA-CPS3,lead2,0.04374999999999951,0.0774999999999999,0.18437499999999996,-0.06687500000000002,-0.11937500000000001,-0.2562500000000003,-0.16062500000000024,-0.061249999999999805,-0.16812500000000008,-0.13062499999999977,0.07187499999999958,0.16374999999999962
JMA-CPS3,lead1,-0.05562500000000048,-0.12312500000000037,-0.02375000000000016,-0.03687499999999999,-0.29000000000000004,-0.06874999999999987,-0.09312500000000012,-0.05750000000000011,-0.08750000000000013,0.013749999999999707,-0.0593750000000004,-0.14937500000000004
ECCC-GEM5-NEMO,lead3,-0.04812500000000042,0.017499999999999738,-0.07625000000000037,-0.14000000000000035,0.011874999999999858,-0.12687499999999985,-0.17750000000000066,-0.13624999999999998,0.1299999999999999,0.02312499999999984,0.03812499999999974,-0.09500000000000042
ECCC-GEM5-NEMO,lead2,-0.08750000000000058,-0.050000000000000266,-0.18500000000000028,-0.13625000000000043,-0.05562500000000026,-0.12312500000000037,-0.09875000000000012,-0.14562499999999945,0.06062500000000015,-0.06687500000000002,-0.00875000000000048,-0.1681250000000003
ECCC-GEM5-NEMO,lead1,0.039999999999999813,-0.09875000000000012,-0.055625000000000036,-0.03312500000000029,-0.1868749999999999,-0.16812500000000008,-0.0893750000000002,-0.29374999999999996,0.011874999999999969,-0.03500000000000014,0.0024999999999999467,-0.21312500000000023
